ID_Venta,Producto,Cantidad,Precio_Unitario,Correo
587,Teclado Razer,5,1004.73,cliente@gmail.com
588,Mouse Logitech,1,425.75,
589,Monitor Dell,5,1975.96,NO_TIENE
590,Mouse Logitech,1,539.68,
591,Laptop HP,5,1663.71,NO_TIENE
592,Teclado Razer,5,1932.8,ventas@hotmail.com
593,Laptop HP,1,916.24,
594,,5,465.71,
595,Monitor Dell,5,733.33,correo_sin_arroba.com
596,Laptop HP,3,-90.68,ventas@hotmail.com
597,Mouse Logitech,-2,1511.73,ventas@hotmail.com
598,Mouse Logitech,-2,1498.64,correo_sin_arroba.com
599,Monitor Dell,1,-40.28,cliente@gmail.com
600,Teclado Razer,0,1482.62,ventas@hotmail.com
601,Mouse Logitech,5,471.4,
602,Laptop HP,1,961.31,ventas@hotmail.com
603,,0,1463.73,
604,,1,935.77,NO_TIENE
605,Monitor Dell,5,185.82,cliente@gmail.com
606,Teclado Razer,2,1045.68,
607,Monitor Dell,1,1103.64,ventas@hotmail.com
608,Teclado Razer,2,1754.52,NO_TIENE
609,,3,1019.08,NO_TIENE
610,Mouse Logitech,1,1223.63,NO_TIENE
611,Teclado Razer,5,178.42,NO_TIENE
612,Laptop HP,1,1731.31,correo_sin_arroba.com
613,Laptop HP,2,1935.37,
614,Teclado Razer,2,1264.13,NO_TIENE
615,Laptop HP,0,244.88,NO_TIENE
616,,2,1850.28,cliente@gmail.com
617,,1,543.83,ventas@hotmail.com
618,Monitor Dell,3,-35.68,ventas@hotmail.com
619,Laptop HP,5,587.07,correo_sin_arroba.com
620,Laptop HP,5,542.85,NO_TIENE
621,Laptop HP,1,1450.07,NO_TIENE
622,,1,347.77,
623,Teclado Razer,3,1260.55,correo_sin_arroba.com
624,Mouse Logitech,1,798.65,NO_TIENE
625,Teclado Razer,-2,1801.53,
626,,1,1903.88,ventas@hotmail.com
627,Monitor Dell,3,905.04,ventas@hotmail.com
628,Monitor Dell,0,701.47,
629,Monitor Dell,1,687.56,cliente@gmail.com
630,Mouse Logitech,-2,1056.73,correo_sin_arroba.com
631,,5,1581.36,
632,Monitor Dell,3,794.42,ventas@hotmail.com
633,,1,760.6,
634,Monitor Dell,1,1489.13,NO_TIENE
635,Laptop HP,3,1822.92,
636,Monitor Dell,3,757.07,correo_sin_arroba.com
637,Laptop HP,1,820.16,NO_TIENE
638,Mouse Logitech,5,1760.35,cliente@gmail.com
639,Teclado Razer,1,1273.63,
640,Monitor Dell,3,1301.34,NO_TIENE
641,Monitor Dell,0,89.61,NO_TIENE
642,Teclado Razer,-2,1902.61,cliente@gmail.com
643,,2,844.47,NO_TIENE
644,Monitor Dell,1,1614.28,
645,Teclado Razer,0,1692.97,cliente@gmail.com
646,Teclado Razer,-2,1017.93,cliente@gmail.com
647,,3,668.89,cliente@gmail.com
648,Teclado Razer,2,505.38,correo_sin_arroba.com
649,,5,1320.23,cliente@gmail.com
650,,1,1181.18,correo_sin_arroba.com
651,Monitor Dell,5,1856.79,ventas@hotmail.com
652,Mouse Logitech,-2,330.16,cliente@gmail.com
653,Teclado Razer,2,143.62,correo_sin_arroba.com
654,,5,1118.62,correo_sin_arroba.com
655,Teclado Razer,0,1681.35,
656,Teclado Razer,1,793.77,cliente@gmail.com
657,Mouse Logitech,1,43.61,
658,,1,1383.71,
659,Laptop HP,-2,1464.19,ventas@hotmail.com
660,Laptop HP,3,1102.94,NO_TIENE
661,Monitor Dell,2,190.66,correo_sin_arroba.com
662,Mouse Logitech,-2,1175.37,NO_TIENE
663,Monitor Dell,1,1572.56,NO_TIENE
664,Mouse Logitech,2,1668.71,correo_sin_arroba.com
665,Monitor Dell,1,1256.25,cliente@gmail.com
666,Teclado Razer,5,1210.81,NO_TIENE
667,Teclado Razer,5,959.35,NO_TIENE
668,Teclado Razer,2,1695.44,ventas@hotmail.com
669,Teclado Razer,1,-4.79,correo_sin_arroba.com
670,Teclado Razer,5,846.16,NO_TIENE
671,Monitor Dell,2,319.04,NO_TIENE
672,,0,121.84,correo_sin_arroba.com
673,,5,616.88,NO_TIENE
674,Laptop HP,3,1603.25,NO_TIENE
675,Monitor Dell,1,1609.37,cliente@gmail.com
676,,5,1163.74,NO_TIENE
677,Monitor Dell,-2,1218.59,ventas@hotmail.com
678,,1,64.24,NO_TIENE
679,Mouse Logitech,-2,-58.94,NO_TIENE
680,Laptop HP,3,1856.81,NO_TIENE
681,Teclado Razer,-2,58.93,ventas@hotmail.com
682,Monitor Dell,2,1736.37,cliente@gmail.com
683,,1,362.78,cliente@gmail.com
684,Laptop HP,1,602.58,
685,,1,480.84,cliente@gmail.com
686,Teclado Razer,0,1027.29,
687,Monitor Dell,3,1541.49,ventas@hotmail.com
688,Monitor Dell,2,287.43,correo_sin_arroba.com
689,Monitor Dell,1,394.19,correo_sin_arroba.com
690,Mouse Logitech,1,1859.28,cliente@gmail.com
691,,1,1657.01,ventas@hotmail.com
692,,-2,902.34,
693,Teclado Razer,-2,1803.86,cliente@gmail.com
694,Teclado Razer,-2,1599.3,NO_TIENE
695,Teclado Razer,-2,1205.75,ventas@hotmail.com
696,Teclado Razer,2,187.03,ventas@hotmail.com
697,Monitor Dell,5,1997.35,correo_sin_arroba.com
698,Monitor Dell,5,1139.5,NO_TIENE
699,Monitor Dell,2,-72.4,cliente@gmail.com
700,Monitor Dell,1,1014.66,ventas@hotmail.com
701,Monitor Dell,5,1995.95,ventas@hotmail.com
702,Teclado Razer,5,1912.28,ventas@hotmail.com
703,Monitor Dell,1,552.31,cliente@gmail.com
704,Monitor Dell,5,146.31,correo_sin_arroba.com
705,Laptop HP,-2,1875.74,correo_sin_arroba.com
706,Laptop HP,0,1899.69,NO_TIENE
707,Teclado Razer,1,1044.6,
708,Monitor Dell,5,706.98,cliente@gmail.com
709,,1,1778.78,
710,,3,673.25,NO_TIENE
711,Mouse Logitech,0,584.26,cliente@gmail.com
712,Monitor Dell,2,247.19,cliente@gmail.com
713,Monitor Dell,1,575.85,
714,,-2,1114.0,cliente@gmail.com
715,Monitor Dell,1,1383.48,NO_TIENE
716,,0,1442.76,cliente@gmail.com
717,Teclado Razer,0,104.54,cliente@gmail.com
718,Monitor Dell,-2,51.14,ventas@hotmail.com
719,Mouse Logitech,3,390.47,
720,Laptop HP,1,1268.46,ventas@hotmail.com
721,Monitor Dell,-2,1781.82,NO_TIENE
722,Mouse Logitech,5,531.56,correo_sin_arroba.com
723,Mouse Logitech,-2,569.73,correo_sin_arroba.com
724,Teclado Razer,1,564.9,correo_sin_arroba.com
725,Mouse Logitech,3,928.26,NO_TIENE
726,Mouse Logitech,3,1760.29,
727,Laptop HP,-2,849.36,correo_sin_arroba.com
728,Laptop HP,-2,54.57,correo_sin_arroba.com
729,Teclado Razer,1,1879.64,correo_sin_arroba.com
730,,3,808.96,correo_sin_arroba.com
731,Mouse Logitech,1,88.13,
732,Teclado Razer,-2,1095.5,
733,Laptop HP,2,675.65,correo_sin_arroba.com
734,Monitor Dell,3,182.78,cliente@gmail.com
735,Laptop HP,-2,507.08,
736,Mouse Logitech,1,1241.72,
737,Teclado Razer,0,326.59,cliente@gmail.com
738,Laptop HP,1,1282.84,correo_sin_arroba.com
739,,2,67.08,correo_sin_arroba.com
740,Laptop HP,-2,810.92,
741,Teclado Razer,3,1333.62,ventas@hotmail.com
742,Teclado Razer,1,257.76,
743,Laptop HP,2,193.71,
744,Laptop HP,0,311.83,correo_sin_arroba.com
745,,5,208.4,
746,Laptop HP,2,107.23,ventas@hotmail.com
747,Teclado Razer,1,1454.97,correo_sin_arroba.com
748,,3,1801.09,cliente@gmail.com
749,Mouse Logitech,3,1129.22,correo_sin_arroba.com
750,Monitor Dell,1,-11.54,ventas@hotmail.com
751,,3,1833.83,NO_TIENE
752,Monitor Dell,1,815.01,cliente@gmail.com
753,,0,1760.34,
754,Teclado Razer,1,1062.59,ventas@hotmail.com
755,Laptop HP,0,1061.21,ventas@hotmail.com
756,,1,420.26,cliente@gmail.com
757,,5,1478.67,NO_TIENE
758,,1,1195.05,NO_TIENE
759,Laptop HP,-2,241.07,
760,Mouse Logitech,0,1272.55,NO_TIENE
761,,2,10.3,correo_sin_arroba.com
762,Teclado Razer,-2,258.76,
763,Teclado Razer,1,419.52,cliente@gmail.com
764,Mouse Logitech,-2,173.38,ventas@hotmail.com
765,Teclado Razer,-2,1953.93,cliente@gmail.com
766,Teclado Razer,1,1067.13,
767,Teclado Razer,2,824.17,ventas@hotmail.com
768,Mouse Logitech,5,38.66,
769,,1,273.34,ventas@hotmail.com
770,Monitor Dell,5,338.94,cliente@gmail.com
771,Teclado Razer,0,1168.93,correo_sin_arroba.com
772,Mouse Logitech,1,731.19,
773,,1,183.5,correo_sin_arroba.com
774,Teclado Razer,3,525.53,cliente@gmail.com
775,Mouse Logitech,1,1109.23,cliente@gmail.com
776,,5,1920.24,cliente@gmail.com
777,,3,314.13,cliente@gmail.com
778,Laptop HP,-2,901.79,NO_TIENE
779,Monitor Dell,1,1842.55,cliente@gmail.com
780,Laptop HP,1,1957.31,cliente@gmail.com
781,Monitor Dell,3,1938.93,ventas@hotmail.com
782,Mouse Logitech,0,958.8,NO_TIENE
783,Teclado Razer,0,69.43,
784,Teclado Razer,2,101.62,cliente@gmail.com
785,Laptop HP,5,669.88,
786,Mouse Logitech,1,1631.13,ventas@hotmail.com
787,,0,1484.23,NO_TIENE
788,Teclado Razer,1,509.97,correo_sin_arroba.com
789,Laptop HP,0,1919.93,correo_sin_arroba.com
790,Monitor Dell,2,867.31,ventas@hotmail.com
791,Mouse Logitech,1,519.24,
792,Mouse Logitech,5,820.74,NO_TIENE
793,Teclado Razer,1,930.01,ventas@hotmail.com
794,Monitor Dell,-2,1572.87,ventas@hotmail.com
795,,1,1557.3,
796,Mouse Logitech,-2,402.2,ventas@hotmail.com
797,Teclado Razer,1,858.11,
798,Laptop HP,-2,500.52,
799,,1,74.88,correo_sin_arroba.com
800,Monitor Dell,1,733.65,correo_sin_arroba.com
801,Teclado Razer,0,1973.31,ventas@hotmail.com
802,Monitor Dell,2,530.38,ventas@hotmail.com
803,Laptop HP,5,947.38,
804,Monitor Dell,1,70.52,
805,Teclado Razer,2,1528.18,correo_sin_arroba.com
806,,1,1658.41,cliente@gmail.com
807,,1,471.44,correo_sin_arroba.com
808,Mouse Logitech,1,1306.29,correo_sin_arroba.com
809,Teclado Razer,2,772.49,cliente@gmail.com
810,Teclado Razer,5,1556.67,
811,Mouse Logitech,1,123.51,ventas@hotmail.com
812,Monitor Dell,2,1190.86,correo_sin_arroba.com
813,Mouse Logitech,5,-39.1,cliente@gmail.com
814,Monitor Dell,0,1001.05,
815,Mouse Logitech,2,455.13,
816,Mouse Logitech,1,1522.45,
817,Teclado Razer,0,1169.23,correo_sin_arroba.com
818,Mouse Logitech,2,1493.28,cliente@gmail.com
819,Mouse Logitech,3,1775.43,cliente@gmail.com
820,Mouse Logitech,2,1748.92,cliente@gmail.com
821,Monitor Dell,1,558.21,correo_sin_arroba.com
822,Mouse Logitech,1,1984.15,correo_sin_arroba.com
823,Mouse Logitech,1,1624.89,NO_TIENE
824,Teclado Razer,3,1987.85,NO_TIENE
825,Laptop HP,1,1447.57,
826,Teclado Razer,5,1054.85,
827,Teclado Razer,0,293.39,cliente@gmail.com
828,,1,-48.15,correo_sin_arroba.com
829,,1,1098.19,ventas@hotmail.com
830,,-2,1089.78,ventas@hotmail.com
831,Laptop HP,3,756.53,
832,Mouse Logitech,0,1944.51,NO_TIENE
833,,2,258.03,correo_sin_arroba.com
834,Mouse Logitech,3,-87.21,NO_TIENE
835,Teclado Razer,1,-81.11,ventas@hotmail.com
836,Laptop HP,0,142.51,ventas@hotmail.com
837,Laptop HP,1,70.01,cliente@gmail.com
838,,-2,160.86,cliente@gmail.com
839,,1,1521.66,ventas@hotmail.com
840,Monitor Dell,0,39.01,
841,Mouse Logitech,0,1132.0,ventas@hotmail.com
842,Monitor Dell,3,429.77,cliente@gmail.com
843,Mouse Logitech,1,46.73,
844,Mouse Logitech,2,856.55,cliente@gmail.com
845,Teclado Razer,3,1358.26,cliente@gmail.com
846,Monitor Dell,5,548.71,ventas@hotmail.com
847,Mouse Logitech,5,985.78,correo_sin_arroba.com
848,Monitor Dell,1,1907.96,
849,,2,587.9,cliente@gmail.com
850,Teclado Razer,1,1697.54,
851,Monitor Dell,0,1436.28,cliente@gmail.com
852,Laptop HP,0,1052.26,NO_TIENE
853,Monitor Dell,0,-53.21,NO_TIENE
854,Mouse Logitech,3,222.61,cliente@gmail.com
855,,3,605.29,correo_sin_arroba.com
856,,3,640.59,
857,,3,340.65,ventas@hotmail.com
858,,1,1270.7,NO_TIENE
859,,-2,1160.08,cliente@gmail.com
860,,-2,802.69,ventas@hotmail.com
861,,5,204.03,ventas@hotmail.com
862,,-2,664.87,
863,Laptop HP,2,570.93,ventas@hotmail.com
864,Laptop HP,-2,217.84,cliente@gmail.com
865,,0,636.76,correo_sin_arroba.com
866,Mouse Logitech,1,230.78,
867,,1,1469.26,correo_sin_arroba.com
868,Monitor Dell,2,63.75,NO_TIENE
869,Teclado Razer,0,723.7,NO_TIENE
870,Monitor Dell,2,1515.59,NO_TIENE
871,Teclado Razer,0,372.98,ventas@hotmail.com
872,Monitor Dell,-2,461.31,correo_sin_arroba.com
873,Teclado Razer,2,1346.37,
874,Teclado Razer,1,1769.31,ventas@hotmail.com
875,,-2,1455.61,correo_sin_arroba.com
876,Laptop HP,3,828.11,cliente@gmail.com
877,Laptop HP,1,143.87,NO_TIENE
878,Laptop HP,3,678.21,correo_sin_arroba.com
879,Laptop HP,0,417.78,NO_TIENE
880,Teclado Razer,1,1228.2,correo_sin_arroba.com
881,,1,596.59,cliente@gmail.com
882,,-2,242.68,NO_TIENE
883,Monitor Dell,0,801.22,
884,Monitor Dell,1,111.72,ventas@hotmail.com
885,,2,1700.61,cliente@gmail.com
886,Teclado Razer,3,1607.48,cliente@gmail.com
887,,2,1663.38,ventas@hotmail.com
888,Monitor Dell,1,681.74,correo_sin_arroba.com
889,Teclado Razer,3,1027.33,NO_TIENE
890,Mouse Logitech,3,841.38,
891,Monitor Dell,5,1278.11,cliente@gmail.com
892,Monitor Dell,-2,1868.38,
893,Monitor Dell,3,64.68,ventas@hotmail.com
894,Teclado Razer,-2,589.2,
895,Mouse Logitech,3,1742.56,
896,Teclado Razer,1,102.65,ventas@hotmail.com
897,Teclado Razer,5,595.43,
898,Mouse Logitech,1,1727.43,ventas@hotmail.com
899,Mouse Logitech,1,1914.23,ventas@hotmail.com
900,Teclado Razer,3,1731.73,cliente@gmail.com
901,Mouse Logitech,-2,335.56,NO_TIENE
902,,-2,1159.53,ventas@hotmail.com
903,,0,691.28,ventas@hotmail.com
904,Laptop HP,0,1737.59,correo_sin_arroba.com
905,Teclado Razer,1,-32.47,NO_TIENE
906,Teclado Razer,2,48.48,NO_TIENE
907,Teclado Razer,0,1531.3,NO_TIENE
908,Mouse Logitech,-2,1071.08,ventas@hotmail.com
909,Mouse Logitech,5,587.04,cliente@gmail.com
910,,1,169.46,correo_sin_arroba.com
911,,5,1046.11,cliente@gmail.com
912,Monitor Dell,3,47.68,ventas@hotmail.com
913,Monitor Dell,5,1622.77,
914,Monitor Dell,-2,1361.1,
915,Laptop HP,0,434.39,correo_sin_arroba.com
916,Monitor Dell,-2,1582.05,cliente@gmail.com
917,,3,279.47,correo_sin_arroba.com
918,,1,580.95,correo_sin_arroba.com
919,Teclado Razer,1,1417.93,NO_TIENE
920,Laptop HP,-2,1014.27,ventas@hotmail.com
921,,1,1405.65,NO_TIENE
922,Teclado Razer,0,1421.28,correo_sin_arroba.com
923,,1,-99.5,correo_sin_arroba.com
924,Monitor Dell,2,945.73,NO_TIENE
925,Mouse Logitech,1,1741.38,ventas@hotmail.com
926,Monitor Dell,0,441.59,
927,Laptop HP,1,1629.94,
928,Monitor Dell,-2,1392.71,NO_TIENE
929,Laptop HP,1,1950.26,cliente@gmail.com
930,Monitor Dell,3,1397.62,
931,Teclado Razer,0,110.38,
932,Teclado Razer,0,120.36,cliente@gmail.com
933,Laptop HP,1,1292.8,cliente@gmail.com
934,,-2,-23.46,cliente@gmail.com
935,Monitor Dell,0,540.55,
936,Laptop HP,0,1551.32,NO_TIENE
937,Teclado Razer,2,218.3,ventas@hotmail.com
938,Laptop HP,1,340.89,ventas@hotmail.com
939,Mouse Logitech,1,608.13,ventas@hotmail.com
940,Laptop HP,5,161.82,
941,Monitor Dell,1,1943.94,cliente@gmail.com
942,Monitor Dell,3,113.94,
943,,2,598.96,correo_sin_arroba.com
944,Monitor Dell,1,778.58,NO_TIENE
945,Mouse Logitech,-2,104.87,
946,,1,488.96,cliente@gmail.com
947,Teclado Razer,1,-39.42,ventas@hotmail.com
948,Monitor Dell,-2,1512.65,correo_sin_arroba.com
949,,-2,933.37,correo_sin_arroba.com
950,Laptop HP,2,-88.13,correo_sin_arroba.com
951,Mouse Logitech,2,78.49,ventas@hotmail.com
952,Teclado Razer,3,1649.65,correo_sin_arroba.com
953,Monitor Dell,1,840.62,NO_TIENE
954,Mouse Logitech,-2,1203.97,
955,,1,258.28,cliente@gmail.com
956,,3,1103.98,correo_sin_arroba.com
957,,1,1306.27,NO_TIENE
958,Mouse Logitech,1,935.35,NO_TIENE
959,Laptop HP,-2,748.29,
960,Mouse Logitech,-2,1701.72,ventas@hotmail.com
961,Mouse Logitech,5,1375.71,cliente@gmail.com
962,Laptop HP,3,1380.27,NO_TIENE
963,Laptop HP,5,847.38,
964,Teclado Razer,3,321.82,
965,Monitor Dell,0,895.0,correo_sin_arroba.com
966,Monitor Dell,3,1648.21,ventas@hotmail.com
967,Laptop HP,-2,-29.97,NO_TIENE
968,Laptop HP,2,1888.97,cliente@gmail.com
969,Laptop HP,5,1823.88,correo_sin_arroba.com
970,Laptop HP,0,1567.84,
971,,2,733.4,correo_sin_arroba.com
972,Teclado Razer,-2,1399.87,NO_TIENE
973,Teclado Razer,-2,320.46,ventas@hotmail.com
974,,5,873.79,correo_sin_arroba.com
975,Laptop HP,2,1829.07,cliente@gmail.com
976,Monitor Dell,2,1374.65,ventas@hotmail.com
977,Laptop HP,2,650.23,NO_TIENE
978,,5,1377.07,ventas@hotmail.com
979,Laptop HP,2,1688.03,ventas@hotmail.com
980,,3,1141.98,NO_TIENE
981,Laptop HP,5,-92.58,correo_sin_arroba.com
982,Teclado Razer,0,999.49,correo_sin_arroba.com
983,,-2,1112.55,correo_sin_arroba.com
984,Laptop HP,-2,1214.18,correo_sin_arroba.com
985,Teclado Razer,0,1268.52,ventas@hotmail.com
986,Mouse Logitech,5,1523.43,ventas@hotmail.com
987,Teclado Razer,-2,152.37,NO_TIENE
988,Mouse Logitech,5,372.27,cliente@gmail.com
989,Laptop HP,1,-17.62,
990,Monitor Dell,2,988.45,NO_TIENE
991,Mouse Logitech,5,382.92,NO_TIENE
992,Monitor Dell,1,656.34,cliente@gmail.com
993,Laptop HP,1,182.74,cliente@gmail.com
994,,1,218.93,correo_sin_arroba.com
995,Teclado Razer,2,982.45,correo_sin_arroba.com
996,,0,350.21,
997,Laptop HP,3,864.03,cliente@gmail.com
998,Mouse Logitech,3,1362.62,cliente@gmail.com
999,,2,772.96,cliente@gmail.com
1000,Monitor Dell,5,-91.08,ventas@hotmail.com
